id,occurred_at,trace_id,thread_id,path,phase,failure_kind,confidence_before,confidence_after,risk_snapshot,surface_key,related_payload
117,2026-01-26 21:26:02.388597+09,09829e52-eec7-413e-8756-d7fcae09d03d,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
118,2026-01-26 21:40:18.813818+09,b3789fdf-1eb9-4e3a-bc66-49cb34b0c611,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
119,2026-01-26 21:56:27.779027+09,8b3cee4a-441f-4394-9a04-dd909d9bd4ee,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
120,2026-01-26 22:00:04.422396+09,9d369eb0-9564-4b71-b24f-8c20ab46c175,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
121,2026-01-26 22:05:33.438571+09,661b0a60-d0fd-46af-8926-3577d12961e9,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
122,2026-01-26 22:13:13.946215+09,e64af792-e1a1-4758-adca-00eff9facdc8,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
123,2026-01-27 10:35:05.587303+09,dde4bb94-518c-46fd-a31a-14dfb3520010,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
124,2026-01-27 11:56:48.984577+09,179258d6-d1ab-4427-8a26-ad60bfed5eea,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
125,2026-01-27 12:07:41.203025+09,e6507963-22ad-4e0e-ad2e-d3cbd38d1bd9,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
126,2026-01-27 12:17:50.125641+09,3a82ace5-b479-4498-9ba5-5b98542fcca8,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
127,2026-01-27 12:22:36.969769+09,62c0ed65-58c0-46bd-a5d6-7b85b2f35140,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
128,2026-01-27 12:29:06.149191+09,3826ebcc-6129-41bb-a751-049bf1f37dc6,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
129,2026-01-27 12:34:40.186684+09,a6a6d3e0-925f-48ce-b58d-b9380d7ed846,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
130,2026-01-27 12:54:27.775703+09,c5c58867-e38e-4990-8b0e-58c0be6340ac,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
131,2026-01-27 13:23:11.605521+09,832659ae-7617-4455-9537-2853e83ece76,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
132,2026-01-27 13:59:17.431891+09,908672d6-f0d2-4894-b133-ccae5668e823,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
133,2026-01-27 14:49:02.358075+09,4b8c8f53-aaef-4e20-ae3a-d8b588eb9104,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
134,2026-01-27 14:50:28.82594+09,04883033-10ee-4685-bd13-5a435ea0f207,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
135,2026-01-27 15:07:48.552733+09,4a7ba3f8-9e0e-4e2c-8608-5dd4f1f8eee5,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
136,2026-01-27 15:24:46.59858+09,a6a44539-3b6f-4149-bd32-93bd4a5e6280,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
137,2026-01-27 15:36:31.674156+09,ed7def84-a216-4391-a33e-9560b7643c27,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
138,2026-01-27 15:59:21.492653+09,2d43ca8c-b32b-4876-bd6e-e49bd60bfcd0,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
139,2026-01-27 16:32:04.175106+09,2a5ac8e3-3ccc-4465-ae13-a3521a57a6e9,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
140,2026-01-27 16:52:25.733954+09,98136538-034d-4a7f-8658-621d56971dc2,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
141,2026-01-27 16:55:30.692104+09,9d2f15a8-32dd-49db-b376-8fb33c16045a,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
142,2026-01-27 16:56:44.147214+09,ad1ac379-422d-4d5e-9e0d-3231a7603b53,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
143,2026-01-27 17:39:51.038777+09,349baba7-1d72-4b43-9908-b5d963544bf7,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
144,2026-01-27 21:08:39.93174+09,298f5419-a407-49b7-a21c-8d9f4892df27,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
145,2026-01-27 21:09:40.955284+09,cdf8bbb3-8626-493b-adab-8b6c10c91a23,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
146,2026-01-27 21:37:42.927264+09,3ffe2512-a957-4e9e-a519-6d4f4192d0a6,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
147,2026-01-27 21:41:00.776899+09,702a48b7-c65f-427c-85d1-85eacef499cf,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
148,2026-01-27 21:42:19.136751+09,6d2ed8b5-2476-4aeb-a779-30e478db542c,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
149,2026-01-27 22:16:19.844693+09,c6bf6140-9880-447a-887d-66c86a9ee3a5,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
150,2026-01-27 22:21:41.819471+09,3a87bb80-46fa-4385-9edd-3a6af5529da0,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
151,2026-01-27 23:54:13.468317+09,b1e9d83a-ebba-45f9-930e-7f452da73602,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
152,2026-01-28 00:08:58.218356+09,c0ffb948-575b-4b44-a55d-c9e15d5c4f5c,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
153,2026-01-28 00:27:55.950828+09,a4ff5ad2-873c-486a-afa8-60f40e811add,,PY_SOLVER,tool,TOOL_FAIL,,,,TOOL:PY_SOLVER,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
154,2026-01-28 01:24:22.483572+09,9ea1c3d0-31ca-4478-b19c-cdb0b08f51ed,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
155,2026-01-28 02:35:23.914532+09,0f4b1686-a7d7-4b26-bc4b-c6f66642447b,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
156,2026-01-29 19:45:53.697184+09,3105b494-f3bb-4e04-ad78-eeae75cca92f,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
157,2026-01-29 20:45:16.14334+09,531e6945-3041-454a-9626-bafec47687ce,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
158,2026-01-30 14:51:31.328769+09,0d70cabd-e2b7-4416-8a8c-f8de20877cb0,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
159,2026-01-30 14:54:45.008882+09,23f57c6b-d906-4fcf-8ac2-ba80769ee130,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
160,2026-01-31 00:45:57.382293+09,f272ce43-c15c-44dc-991f-0460ea6b2670,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
161,2026-01-31 22:05:58.548999+09,83f01aae-7e03-4020-b676-b30a962714c3,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
162,2026-02-01 01:57:20.530605+09,dadd42de-b564-4128-9027-08c3b79daa45,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
163,2026-02-01 03:35:10.909466+09,24dc5b42-5117-410e-9d5d-4ba6f091d005,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
164,2026-02-01 13:40:25.895183+09,9cdf9451-ed46-4bf0-84f5-06ae58c8ca47,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
165,2026-02-01 19:48:23.512513+09,fc93511a-1806-4588-9943-7cde4af61fe7,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
166,2026-02-01 23:45:13.120903+09,417c97fc-6b63-49e8-a32a-b731ab7bbd52,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
167,2026-02-03 12:44:27.134978+09,7d4f0c28-fd0d-4aa9-805d-e91e5caaea8e,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
168,2026-02-03 13:25:31.234078+09,e3980454-12f5-4c87-9dec-9a30e4da6dda,,MARKET_DATA,tool,TOOL_FAIL,,,,TOOL:MARKET_DATA,"{""error"": ""Error: [PY_SOLVER_JSON_PARSE_FAIL]\nstdout:\n\nstderr:\nTraceback (most recent call last):\n  File \""/home/dmsal020813/projects/yua-backend/src/py/solver/main.py\"", line 8, in <module>\n    import solver.bootstrap  # 반드시 먼저\n    ^^^^^^^^^^^^^^^^^^^^^^^\nModuleNotFoundError: No module named 'solver'\n""}"
