event_id,trace_id,thread_id,occurred_at,actor,phase,payload,latency_ms,token_count,confidence,risk,path,verdict
df18c08e-ea0b-430e-a285-3030987f0e4f,unknown,,2026-01-17 17:47:58.075485+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
96077b07-2400-46eb-a499-db9db24be92d,unknown,,2026-01-17 17:48:10.080621+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
3eb88563-0221-4b36-92b1-fb21212f8ab4,f6df6569-13f3-496d-a6a0-b6bd29ef4180,758,2026-01-17 17:48:12.678752+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2363}",,,,,,
c0c8f1dd-4f48-45a4-9208-19f85da7c261,3faeb537-86e6-4c88-8eb8-b9d17cdb7345,758,2026-01-17 17:52:26.337682+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 40}",,,,,,
2f06a1af-83be-4c48-adc3-19b223ccd63a,3faeb537-86e6-4c88-8eb8-b9d17cdb7345,758,2026-01-17 17:52:26.367617+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.43,,DEEP,APPROVE
4ae24911-1536-48ea-99a2-8e43d11ce324,unknown,,2026-01-17 17:52:26.40662+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
5a54350b-119a-4cbd-aadb-85f4396914dc,unknown,,2026-01-17 17:52:39.390073+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
f71ad37d-25ce-424f-a282-ee0ac305ca54,unknown,,2026-01-17 17:52:49.000026+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
fe4d65e8-f0d7-457c-8aea-b1b7cba3a66e,3faeb537-86e6-4c88-8eb8-b9d17cdb7345,758,2026-01-17 17:52:50.413969+09,YUA,generation,"{""mode"": ""DEEP"", ""outmode"": ""DEEP"", ""answerLength"": 3179}",,,,,,
87e3430e-9d4a-4df1-ad37-0b86939f718e,b83ed197-0a6f-4491-8ee5-6f02dd060ebe,758,2026-01-17 18:32:12.322419+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 20}",,,,,,
2a5afcb4-3662-43a2-a486-28e9960f6da4,b83ed197-0a6f-4491-8ee5-6f02dd060ebe,758,2026-01-17 18:32:12.352036+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.34,,NORMAL,APPROVE
bab45890-ac88-4659-9fe9-7cef3e0888d2,unknown,,2026-01-17 18:32:13.43782+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
266bdff4-587d-413d-9a19-c23766ee7f6b,unknown,,2026-01-17 18:32:21.480544+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
83e43dc4-0d8e-4500-a892-b11f96906899,b83ed197-0a6f-4491-8ee5-6f02dd060ebe,758,2026-01-17 18:32:26.710396+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1263}",,,,,,
4c1252b2-90df-4fd9-b8e9-fdd12794ccde,a0f94964-ed4e-4d89-8396-f9eb5a6e2d49,758,2026-01-17 18:32:32.280121+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 3193}",,,,,,
3b850865-94cb-4ee9-bc87-6920af13f1ee,a0f94964-ed4e-4d89-8396-f9eb5a6e2d49,758,2026-01-17 18:32:32.299514+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,SEARCH,APPROVE
6f44892a-c041-4d72-983d-7230277c8929,unknown,,2026-01-17 18:32:53.136125+09,MODEL,generation,"{""model"": ""yua-4.1-mini"", ""stream"": false, ""maxOutputTokens"": 512}",,,,,,
af6656d3-1179-46c5-9d51-b9142bbfc522,unknown,,2026-01-17 18:32:53.445301+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
04a8fa13-8c5b-43ae-b45c-9c69b86980bc,unknown,,2026-01-17 18:33:03.252585+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
3883b8d0-7b14-4595-b04a-c7578246083b,a0f94964-ed4e-4d89-8396-f9eb5a6e2d49,758,2026-01-17 18:33:06.071258+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1084}",,,,,,
25916efc-0379-4a87-b9db-36bb769ef29d,09168a32-766f-4670-81c0-bcd67ba8fc9d,758,2026-01-17 19:01:59.190566+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 366}",,,,,,
b45f70ca-c9fb-49ba-98f5-1f034f0944b5,09168a32-766f-4670-81c0-bcd67ba8fc9d,758,2026-01-17 19:01:59.211433+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""medium""}",,,0.6,,NORMAL,APPROVE
3be1bdfb-aaee-4e30-aff3-9a9dfce4ab95,unknown,,2026-01-17 19:02:00.418837+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
be0a1a6c-7992-4aeb-9bc2-734e8ba62780,unknown,,2026-01-17 19:02:04.654437+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0ea7d0f1-2160-4621-b604-f498f9438520,09168a32-766f-4670-81c0-bcd67ba8fc9d,758,2026-01-17 19:02:06.806984+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 244}",,,,,,
0cef3e27-a7a3-45bd-9338-0ae7e677c225,7e145785-e000-436d-baf2-0b0ba1b6a15d,758,2026-01-17 19:17:16.884222+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 55}",,,,,,
e7e2e0ea-ee32-4c42-a75c-908fc372d965,7e145785-e000-436d-baf2-0b0ba1b6a15d,758,2026-01-17 19:17:16.900292+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.69,,NORMAL,APPROVE
b6f7f3a8-619f-40f0-80de-d49d4db10bba,unknown,,2026-01-17 19:17:17.991799+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
f9e73ba5-7d1d-4d51-b12a-923b1d50a2aa,unknown,,2026-01-17 19:17:30.334592+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
8c7698b1-f02e-4a06-b266-07286751ded4,7e145785-e000-436d-baf2-0b0ba1b6a15d,758,2026-01-17 19:17:32.711574+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2220}",,,,,,
c18595e5-cd73-4010-8602-ab2e576a51f1,9b37107a-6717-4f03-9877-a8273e54635c,758,2026-01-17 19:17:55.002672+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 15}",,,,,,
3ea5acee-f92c-4335-bcb9-da411b0894e3,9b37107a-6717-4f03-9877-a8273e54635c,758,2026-01-17 19:17:55.026448+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.61,,NORMAL,APPROVE
0279f57f-74e1-45a0-a8e0-ffce9666e318,unknown,,2026-01-17 19:17:55.313698+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
fa01b881-0fbd-4d0f-a76a-137000a4f868,unknown,,2026-01-17 19:17:58.300053+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
0eff7aff-1a55-441c-ae99-802f1c9218e6,9b37107a-6717-4f03-9877-a8273e54635c,758,2026-01-17 19:18:05.159347+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 215}",,,,,,
146cb2c8-08ea-4768-892c-a3a944709144,10a6e31b-71a0-452f-abb6-a90a98e80a07,758,2026-01-17 19:29:01.965677+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2231}",,,,,,
2a849e40-2e57-473d-b8f0-cd03fc8b4a1e,10a6e31b-71a0-452f-abb6-a90a98e80a07,758,2026-01-17 19:29:03.413392+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,SEARCH,APPROVE
eff5662e-506d-45b3-ac1b-f7dd250d5d94,unknown,,2026-01-17 19:29:14.455425+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
b059e3ff-80d2-483b-8180-446271616bde,unknown,,2026-01-17 19:29:23.088525+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
22f8cba6-3745-4b47-b49a-998cac2563e6,10a6e31b-71a0-452f-abb6-a90a98e80a07,758,2026-01-17 19:29:29.44787+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 1639}",,,,,,
d0d68c1b-0276-4a10-a1b2-6a92d8a23369,2c26ee04-22c0-4c56-8c71-6e85cb77078b,758,2026-01-17 20:23:41.725431+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 17}",,,,,,
a903e88b-f26f-48e3-9ce2-907415504e17,2c26ee04-22c0-4c56-8c71-6e85cb77078b,758,2026-01-17 20:23:41.758185+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.27,,BENCH,APPROVE
cf65f28f-892a-48b6-8ecb-5891301f71b5,unknown,,2026-01-17 20:23:48.995148+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
e0e24e6e-5f29-450e-ba37-8e37048e1d6e,unknown,,2026-01-17 20:23:55.595964+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
399ff3ad-3454-4210-9adf-dbe24b74902c,2c26ee04-22c0-4c56-8c71-6e85cb77078b,758,2026-01-17 20:23:57.610788+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 937}",,,,,,
e811cd1a-1ce4-4426-a9e7-02d6efd494a3,2ef1d48a-105b-48d1-9e00-b068e09573d4,758,2026-01-17 20:31:40.075274+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 27}",,,,,,
6c259a1e-4a2c-4225-bd25-4e0b36c74b90,2ef1d48a-105b-48d1-9e00-b068e09573d4,758,2026-01-17 20:31:40.105585+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.29,,BENCH,APPROVE
cf90badf-e597-43a7-870e-bfde0d393c1f,unknown,,2026-01-17 20:31:43.138449+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
cd51173a-f307-4c22-96eb-1bffa28125fe,unknown,,2026-01-17 20:31:51.207944+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
9f6edab7-337e-463c-9857-5eebb055117a,2ef1d48a-105b-48d1-9e00-b068e09573d4,758,2026-01-17 20:31:53.570806+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 952}",,,,,,
0ba55920-c40f-403c-8804-75a5784ddadc,366c3dc7-5575-4763-a75e-b04eda5164a9,758,2026-01-17 20:35:52.095535+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 47}",,,,,,
3a2d2ef6-8f3e-4162-bc4a-bc0dc5220e87,366c3dc7-5575-4763-a75e-b04eda5164a9,758,2026-01-17 20:35:52.1151+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.48,,BENCH,APPROVE
dfceb834-21a1-40bb-bd23-a1b612325e71,unknown,,2026-01-17 20:35:55.712244+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
7747658b-ee72-439c-817e-b17722864718,unknown,,2026-01-17 20:36:06.074807+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
8fce58e4-07d2-4a5b-900c-6a77135328b6,366c3dc7-5575-4763-a75e-b04eda5164a9,758,2026-01-17 20:36:08.270563+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1736}",,,,,,
3495d93e-94be-42e0-a2c2-5f7a671d9567,9457a458-27cd-4486-a1f3-c3b7d7a59173,758,2026-01-17 21:41:59.947475+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 2503}",,,,,,
0b9e6fb8-5f81-48d6-8e9a-fe6bfa0948b7,9457a458-27cd-4486-a1f3-c3b7d7a59173,758,2026-01-17 21:42:01.374806+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,NORMAL,APPROVE
10a4c59b-c382-441c-a6f1-88b19bd25d33,unknown,,2026-01-17 21:42:01.453151+09,MODEL,generation,"{""model"": ""yua-4.1-mini"", ""stream"": false, ""maxOutputTokens"": 512}",,,,,,
4e90db67-ea27-4e9e-9b09-af326c692dc7,unknown,,2026-01-17 21:42:03.294774+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
47be697d-3739-4039-a8b3-4056b6385779,unknown,,2026-01-17 21:42:12.606959+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
e8c28fc8-b0bb-4300-839d-63a304d242e5,9457a458-27cd-4486-a1f3-c3b7d7a59173,758,2026-01-17 21:42:20.239655+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2347}",,,,,,
3d2ce383-e14f-44c7-bd51-7958315f946e,baddf4e7-2222-4ef7-ad50-2e7610559bac,758,2026-01-17 22:06:11.430901+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 5332}",,,,,,
c98c56fa-6ccb-4a9e-a582-d14f86e683aa,baddf4e7-2222-4ef7-ad50-2e7610559bac,758,2026-01-17 22:06:11.463986+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.55,,BENCH,APPROVE
0c46ebfb-7a1e-4e9f-9ffe-26014d300076,unknown,,2026-01-17 22:06:16.081027+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
739610cb-8d41-4d63-a466-c31208bfc6ea,unknown,,2026-01-17 22:06:28.621283+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
dbc41ca6-70aa-40ac-bfea-7523d9713b6c,baddf4e7-2222-4ef7-ad50-2e7610559bac,758,2026-01-17 22:06:34.650889+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 3300}",,,,,,
281e101e-128b-4c2d-803c-d57644a844f0,c55341e1-e692-4ba0-a6f6-e1b3e59eacba,758,2026-01-17 22:17:06.933938+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 44}",,,,,,
1deade87-dead-454d-86d5-1b9348d4c930,c55341e1-e692-4ba0-a6f6-e1b3e59eacba,758,2026-01-17 22:17:06.958915+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.36,,BENCH,APPROVE
ff879086-9c9c-4a4b-9d95-6bc63ab8a79b,unknown,,2026-01-17 22:17:11.966599+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
f871b2f9-d08f-4171-af96-eeb3b1880845,unknown,,2026-01-17 22:17:20.50692+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
d784043b-efc4-4efb-9c54-a8e961d2d0f5,c55341e1-e692-4ba0-a6f6-e1b3e59eacba,758,2026-01-17 22:17:23.084018+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1031}",,,,,,
6cc1c401-7a9e-458c-ba82-323c53902dd8,d0dab279-bbb5-44b0-a723-e0c4debdf4c9,758,2026-01-17 22:17:33.088848+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 41}",,,,,,
f14e2436-b5c7-42f0-8c8d-d31ac0a43cd0,d0dab279-bbb5-44b0-a723-e0c4debdf4c9,758,2026-01-17 22:17:33.098175+09,YUA,decision,"{""anchors"": [""NEXT_STEP""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.31,,BENCH,APPROVE
68653dad-8470-4813-994a-7cfb37efce26,unknown,,2026-01-17 22:17:38.240391+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
4272b738-5254-43e3-bf9c-765797b78685,unknown,,2026-01-17 22:17:47.220285+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
bd7a9207-f625-4c70-8e01-a27ddda7ae2a,d0dab279-bbb5-44b0-a723-e0c4debdf4c9,758,2026-01-17 22:17:48.953725+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 1270}",,,,,,
bc25cd31-3aa6-4566-97d1-de85ab4ac03e,3ee116b3-10e5-4e6a-aae2-8572912f60d2,758,2026-01-17 22:43:56.539809+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 27}",,,,,,
84838d3b-a90a-4d1e-bd4c-fb1d532ede87,3ee116b3-10e5-4e6a-aae2-8572912f60d2,758,2026-01-17 22:43:56.556112+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.44,,NORMAL,APPROVE
2f825a2a-416a-4649-b5c2-0f2406b777d7,unknown,,2026-01-17 22:43:57.637021+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
2ef9fd43-4795-469b-81b2-42c6f20259f6,unknown,,2026-01-17 22:44:00.949965+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
a94d5615-6277-42ec-9e5b-5317a7486bea,3ee116b3-10e5-4e6a-aae2-8572912f60d2,758,2026-01-17 22:44:03.125403+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 106}",,,,,,
9aa421cc-adbc-4c1c-a556-fb96c4ab82b4,43da9844-6d2f-4c9a-bce3-0d9bc068b11f,758,2026-01-17 23:18:17.51755+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 602}",,,,,,
6ca95b44-21a3-4586-8e96-6dae31b8851d,43da9844-6d2f-4c9a-bce3-0d9bc068b11f,758,2026-01-17 23:18:17.53676+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,SEARCH,APPROVE
34c0c651-aff7-4c94-b8e0-3fc3add4d464,unknown,,2026-01-17 23:18:25.870918+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
906292c6-9ec7-421d-affe-f0d748994fc6,unknown,,2026-01-17 23:18:35.240758+09,MODEL,generation,"{""mode"": ""SEARCH"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""SEARCH"", ""maxOutputTokens"": 2048}",,,,,,
c39faa6d-476f-4aa0-819d-ab30eae06130,43da9844-6d2f-4c9a-bce3-0d9bc068b11f,758,2026-01-17 23:18:37.367247+09,YUA,generation,"{""mode"": ""SEARCH"", ""outmode"": ""SEARCH"", ""answerLength"": 864}",,,,,,
40c81485-c446-438e-9e31-ca500e5d557f,ce50dc3b-2776-47de-bb6a-398ffabb23e1,758,2026-01-17 23:20:57.374457+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 29}",,,,,,
54ebea98-5325-4553-9f24-6f0303b65f03,ce50dc3b-2776-47de-bb6a-398ffabb23e1,758,2026-01-17 23:20:57.39003+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""low""}",,,0.21,,DEEP,APPROVE
2bf4c758-cbb2-4eaf-b270-63f87c3c20bb,unknown,,2026-01-17 23:20:57.426019+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
09dee122-889b-498e-9b06-0eca01e05882,unknown,,2026-01-17 23:21:03.801258+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
021cd695-6df0-44de-8038-e78b13fba483,unknown,,2026-01-17 23:21:09.413475+09,MODEL,generation,"{""mode"": ""DEEP"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""DEEP"", ""maxOutputTokens"": 5096}",,,,,,
e3d0c2bd-99c6-4c04-8490-f30e1e9a46ae,ce50dc3b-2776-47de-bb6a-398ffabb23e1,758,2026-01-17 23:21:11.154445+09,YUA,generation,"{""mode"": ""DEEP"", ""outmode"": ""DEEP"", ""answerLength"": 1615}",,,,,,
86ec8af2-d06c-4551-96c6-ed65a04d2b5b,2f8de990-8dd9-4ed9-a37d-71f8bedae1cd,758,2026-01-17 23:51:54.646131+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": false, ""messageLength"": 0}",,,,,,
5f566a78-6db6-49fb-a10b-f22fb37d574e,09dfcdfa-9635-4dc3-9525-5da92215ee23,758,2026-01-18 00:14:55.686809+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 4752}",,,,,,
5094bdca-fbca-452a-b77b-47e6ad8aa025,09dfcdfa-9635-4dc3-9525-5da92215ee23,758,2026-01-18 00:14:55.723142+09,YUA,decision,"{""anchors"": [""VERIFY_LOGIC""], ""turnIntent"": ""QUESTION"", ""cognitiveLoad"": ""high""}",,,0.6,,NORMAL,APPROVE
1f05c76d-7cbb-4407-8417-09d0a6dc8062,unknown,,2026-01-18 00:14:57.538011+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
cb2a3edf-6e06-4281-aab8-ec33f07d7dcf,unknown,,2026-01-18 00:15:09.542304+09,MODEL,generation,"{""mode"": ""NORMAL"", ""model"": ""yua-5.2-chat-latest"", ""stream"": true, ""outmode"": ""NORMAL"", ""maxOutputTokens"": 3048}",,,,,,
036471b1-a6c5-4ae4-a570-48c729f517f5,09dfcdfa-9635-4dc3-9525-5da92215ee23,758,2026-01-18 00:15:14.654584+09,YUA,generation,"{""mode"": ""NORMAL"", ""outmode"": ""NORMAL"", ""answerLength"": 2327}",,,,,,
833c4f29-7922-409f-af6e-db0ef8af2495,95ed7411-ea94-4c6a-b2f3-33476c7dcc36,758,2026-01-18 01:18:53.132215+09,USER,prompt,"{""ip"": ""116.46.99.35"", ""stream"": true, ""messageLength"": 1428}",,,,,,
009322cb-597f-4a86-8859-896fd567a054,95ed7411-ea94-4c6a-b2f3-33476c7dcc36,758,2026-01-18 01:18:53.171539+09,YUA,decision,"{""anchors"": [""REFINE_INPUT""], ""turnIntent"": ""SHIFT"", ""cognitiveLoad"": ""high""}",,,0.55,,NORMAL,APPROVE
